paper_id,title,cluster,citations,year,pca_x,pca_y
45,Relative Localization System Design for SnailBot: A Modular Self-reconfigurable Robot,14,19,2025,-0.07515468490944828,-0.037473106823050266
46,Leveraging Lightweight Entity Extraction for Scalable Event-Based Image Retrieval,13,20,2025,0.12396911936421748,0.18292844687164442
47,RoboSafe: Safeguarding Embodied Agents via Executable Safety Logic,0,21,2025,0.21805237882252432,-0.10963935610420168
48,Wireless Center of Pressure Feedback System for Humanoid Robot Balance Control using ESP32-C3,14,22,2025,-0.1290107495200234,-0.015613154909806755
49,Latent Implicit Visual Reasoning,12,23,2025,0.32457387784660374,0.22850426567793242
50,Microtopia: Exploring the Impact of Interdisciplinary Projects on Ethnic Minority Female Pupils' Perceptions of Computer Science,18,24,2025,-0.20360137459021657,-0.18059058630727975
51,Causal-driven attribution (CDA): Estimating channel influence without user-level data,8,10,2025,-0.09672263578080408,-0.04150480221450694
52,Human Motion Estimation with Everyday Wearables,4,10,2025,-0.01256701965730665,0.16826693600240317
53,Analytic and Variational Stability of Deep Learning Systems,10,10,2025,-0.285558452207085,-0.14180308556383664
54,SpidR-Adapt: A Universal Speech Representation Model for Few-Shot Adaptation,3,10,2025,0.017654395478885736,-0.012321801712478436
55,Cruising the Spectrum: Joint Spectrum Mobility and Antenna Array Management for Mobile (cm/mm)Wave Connectivity,1,10,2025,-0.11436859035513668,-0.08860748133507387
56,Schrödinger's Navigator: Imagining an Ensemble of Futures for Zero-Shot Object Navigation,6,10,2025,-0.03413628724047485,0.2112895656551451
57,Flocking phase transition and threat responses in bio-inspired autonomous drone swarms,4,10,2025,-0.07565662870318215,0.10250619025469163
58,An O($nlogn$) approximate knapsack algorithm,14,10,2025,-0.1490222858110996,-0.08993876202416763
59,VisRes Bench: On Evaluating the Visual Reasoning Capabilities of VLMs,12,10,2025,0.3794958113107711,0.15012359339104434
60,Adjusted Kolmogorov Complexity of Binary Words with Empirical Entropy Normalization,14,10,2025,-0.09873984935469722,-0.055452892344897746
61,UltraShape 1.0: High-Fidelity 3D Shape Generation via Scalable Geometric Refinement,6,10,2025,0.003225715709550951,0.36894902857973877
62,Towards Arbitrary Motion Completing via Hierarchical Continuous Representation,4,10,2025,-0.11983631607205307,0.15447222894169052
63,Equivariant Multiscale Learned Invertible Reconstruction for Cone Beam CT: From Simulated to Real Data,3,10,2025,-0.18764954015448876,-0.00032847212050803493
64,A Turn Toward Better Alignment: Few-Shot Generative Adaptation with Equivariant Feature Rotation,2,10,2025,0.013337383712240436,0.08889378158310646
65,A Unified Framework for EEG Seizure Detection Using Universum-Integrated Generalized Eigenvalues Proximal Support Vector Machine,9,10,2025,-0.1360819941115922,-0.04309580296084421
66,A Community-Enhanced Graph Representation Model for Link Prediction,8,10,2025,-0.1702140734051389,-0.0304910018273072
67,BALLAST: Bandit-Assisted Learning for Latency-Aware Stable Timeouts in Raft,14,10,2025,-0.15375073826499966,-0.051608991464638904
68,ElfCore: A 28nm Neural Processor Enabling Dynamic Structured Sparse Training and Online Self-Supervised Learning with Activity-Dependent Weight Update,10,10,2025,-0.209654801583371,-0.0710231721890526
69,MODE: Multi-Objective Adaptive Coreset Selection,3,10,2025,-0.12465567936386954,-0.011672247463946584
70,ORCA: Object Recognition and Comprehension for Archiving Marine Species,12,10,2025,0.12329307211498361,0.2082551472420052
71,Encrypted Traffic Detection in Resource Constrained IoT Networks: A Diffusion Model and LLM Integrated Framework,11,10,2025,-0.01418998504763139,0.020558016756690937
72,Emotion Diffusion in Real and Simulated Social Graphs: Structural Limits of LLM-Based Social Simulation,5,10,2025,0.052561661015993244,-0.06570999149544686
73,Declarative distributed broadcast using three-valued modal logic and semitopologies,17,10,2025,0.11718750549428064,-0.11030696447292342
74,TGC-Net: A Structure-Aware and Semantically-Aligned Framework for Text-Guided Medical Image Segmentation,13,10,2025,0.11594423397081755,0.2508298596217503
75,SparScene: Efficient Traffic Scene Representation via Sparse Graph Learning for Large-Scale Trajectory Generation,8,10,2025,-0.05304503897717371,-0.0728545926806412
76,AutoBaxBuilder: Bootstrapping Code Security Benchmarking,17,10,2025,0.2913840057438078,-0.10546573077714745
77,Approximation Schemes for Planar Graph Connectivity Problems,8,10,2025,-0.18133712511963498,-0.0688300452715619
78,A Real-World Evaluation of LLM Medication Safety Reviews in NHS Primary Care,5,10,2025,0.2158133382197161,-0.22768723114434
79,MarineEval: Assessing the Marine Intelligence of Vision-Language Models,12,10,2025,0.23523212925870787,0.0802336898197579
80,ClarifyMT-Bench: Benchmarking and Improving Multi-Turn Clarification for Conversational Large Language Models,5,10,2025,0.38585998564739027,-0.18059563131979456
81,STLDM: Spatio-Temporal Latent Diffusion Model for Precipitation Nowcasting,11,10,2025,-0.04640117953332688,0.11689907249715488
82,Synecdoche: Efficient and Accurate In-Network Traffic Classification via Direct Packet Sequential Pattern Matching,2,10,2025,-0.20380298478982564,-0.04078122024713719
83,A Mechanistic Analysis of Transformers for Dynamical Systems,2,10,2025,-0.04883830671263496,0.009054754342305097
84,Coding-Logic Correspondence: Turning Information and Communication Networks into Logical Formulae via Hypergraph Heyting Algebra,10,10,2025,-0.21207529439542694,-0.11580164854108509
85,Beyond Context: Large Language Models Failure to Grasp Users Intent,17,10,2025,0.2736802091102553,-0.14840077389114048
86,Robust and Efficient MuJoCo-based Model Predictive Control via Web of Affine Spaces Derivatives,14,10,2025,-0.056965710906446344,-0.07147304004751742
87,Semi-Supervised Learning for Large Language Models Safety and Content Moderation,17,11,2025,0.1809207102934834,-0.16263504461382933
88,Semantic Refinement with LLMs for Graph Representations,8,12,2025,-0.044870234462005124,-0.052343891015179486
89,Volatile Organic Compounds for Stress Detection: A Scoping Review and Exploratory Feasibility Study with Low-Cost Sensors,14,13,2025,-0.07495081627567117,-0.05075969217595156
90,FreeInpaint: Tuning-free Prompt Alignment and Visual Rationality Enhancement in Image Inpainting,11,14,2025,0.0714864375342502,0.39950045087997865
91,Shared Representation Learning for High-Dimensional Multi-Task Forecasting under Resource Contention in Cloud-Native Backends,2,15,2025,-0.08185469993534862,0.010294349484837324
92,TexAvatars : Hybrid Texel-3D Representations for Stable Rigging of Photorealistic Gaussian Head Avatars,6,16,2025,-0.16286426164855225,0.20923572369272544
93,UniRec-0.1B: Unified Text and Formula Recognition with 0.1B Parameters,13,17,2025,0.11435178515443989,0.14917908617427758
94,T2AV-Compass: Towards Unified Evaluation for Text-to-Audio-Video Generation,16,18,2025,0.18414290094629973,0.2874105286139403
95,Global End-Effector Pose Control of an Underactuated Aerial Manipulator via Reinforcement Learning,1,19,2025,-0.11201845600845463,-0.1303722760394912
96,Verification of E-Voting Algorithms in Dafny,14,20,2025,-0.012986907357780013,-0.09699698751605924
97,Hierarchical Modeling Approach to Fast and Accurate Table Recognition,2,21,2025,-0.056275867809969064,-0.018275758864093997
98,Dyna-Style Reinforcement Learning Modeling and Control of Non-linear Dynamics,1,22,2025,-0.21182070855975635,-0.17546452422387124
99,LLM Personas as a Substitute for Field Experiments in Method Benchmarking,14,23,2025,-0.03671023962226738,-0.07597779583100848
100,UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer,6,24,2025,0.05823922784677751,0.33787724136590963
101,Blurb-Refined Inference from Crowdsourced Book Reviews using Hierarchical Genre Mining with Dual-Path Graph Convolutions,8,10,2025,-0.029009952768535432,0.006556413776443112
102,Understanding Scaling Laws in Deep Neural Networks via Feature Learning Dynamics,10,10,2025,-0.2027381182329212,-0.07273237723724132
103,Agentic Explainable Artificial Intelligence (Agentic XAI) Approach To Explore Better Explanation,18,10,2025,0.19031363803875812,-0.21694359285630518
104,Language-Guided Grasp Detection with Coarse-to-Fine Learning for Robotic Manipulation,12,10,2025,0.21675112207300784,0.1440495395560475
105,Multimodal Skeleton-Based Action Representation Learning via Decomposition and Composition,13,10,2025,-0.06005460103021891,0.06642205603941365
106,Beyond Pixel Simulation: Pathology Image Generation via Diagnostic Semantic Tokens and Prototype Control,13,10,2025,0.12419919814753519,0.30743087522217644
107,Making AI Work: An Autoethnography of a Workaround in Higher Education,18,10,2025,0.07093378152751802,-0.2240234669743168
108,DexAvatar: 3D Sign Language Reconstruction with Hand and Body Pose Priors,6,10,2025,0.11790059374458349,0.32119250167566926
109,Optical Flow-Guided 6DoF Object Pose Tracking with an Event Camera,4,10,2025,-0.09106870070102803,0.22413604980103013
110,Matrix Completion Via Reweighted Logarithmic Norm Minimization,14,10,2025,-0.14026362604155915,0.10527901523253805
111,zkFL-Health: Blockchain-Enabled Zero-Knowledge Federated Learning for Medical AI Privacy,18,10,2025,0.014244407963654794,-0.14792491161083582
112,Device-Independent Anonymous Communication in Quantum Networks,7,10,2025,-0.20251838189563165,-0.11879732420080642
113,Tracing Energy Flow: Learning Tactile-based Grasping Force Control to Prevent Slippage in Dynamic Object Interaction,4,10,2025,-0.08680725945820389,0.10898015107083578
114,When LLMs fall short in Deductive Coding: Model Comparison and Human AI Collaboration Workflow Design,18,10,2025,0.22891300583478963,-0.22551263541834243
115,A Large-Depth-Range Layer-Based Hologram Dataset for Machine Learning-Based 3D Computer-Generated Holography,6,10,2025,-0.029954752336944147,0.15731946901762342
116,Agentic Multi-Persona Framework for Evidence-Aware Fake News Detection,9,10,2025,0.20660632268494292,0.03352778792803411
117,Next-Scale Prediction: A Self-Supervised Approach for Real-World Image Denoising,2,10,2025,1.7310234426228045e-05,0.20508912389556247
118,A Design Study Process Model for Medical Visualization,14,10,2025,-0.029854185327775465,-0.01592797160820578
119,Quantum Homotopy Algorithm for Solving Nonlinear PDEs and Flow Problems,7,10,2025,-0.1994222591088117,-0.1254521219353864
120,Multi-Attribute guided Thermal Face Image Translation based on Latent Diffusion Model,2,10,2025,-0.07211736595738047,0.28202000284510387
121,Critical Points of Degenerate Metrics on Algebraic Varieties: A Tale of Overparametrization,14,10,2025,-0.18383531124212082,-0.19492612560194406
122,Artificial or Just Artful? Do LLMs Bend the Rules in Programming?,17,10,2025,0.3158347216767992,-0.13818980902313405
123,Policy-Conditioned Policies for Multi-Agent Task Solving,1,10,2025,0.12144076577306598,-0.2967343780744758
124,Towards Better Search with Domain-Aware Text Embeddings for C2C Marketplaces,2,10,2025,0.06969848278722773,0.03282959072292875
125,Enhancing diffusion models with Gaussianization preprocessing,11,10,2025,0.02185738045318524,0.2225072385122779
126,Efficient and Robust Video Defense Framework against 3D-field Personalized Talking Face,16,10,2025,-0.07075416467108668,0.44663385008802403
127,Rethinking Supervised Fine-Tuning: Emphasizing Key Answer Tokens for Improved LLM Accuracy,5,10,2025,0.2580562561083563,-0.04991460406505944
128,FluencyVE: Marrying Temporal-Aware Mamba with Bypass Attention for Video Editing,16,10,2025,0.01173114181676801,0.39927089584929826
129,Granular-ball Guided Masking: Structure-aware Data Augmentation,3,10,2025,-0.06632153151451589,0.07680786269857923
130,LLM Swiss Round: Aggregating Multi-Benchmark Performance via Competitive Swiss-System Dynamics,5,10,2025,0.2379557650067358,-0.06135882238603532
131,ESCHER: Efficient and Scalable Hypergraph Evolution Representation with Application to Triad Counting,14,10,2025,-0.10488996309984658,-0.007314558560236846
132,GateBreaker: Gate-Guided Attacks on Mixture-of-Expert LLMs,17,10,2025,0.15110893071426373,-0.10484514428374538
133,Learning from Neighbors with PHIBP: Predicting Infectious Disease Dynamics in Data-Sparse Environments,3,10,2025,-0.1745268550512069,-0.025176123776948448
134,Learning from Next-Frame Prediction: Autoregressive Video Modeling Encodes Effective Representations,16,10,2025,0.04226564089793844,0.32667108834357605
135,MVInverse: Feed-forward Multi-view Inverse Rendering in Seconds,2,10,2025,0.04640332225419447,0.13829650669550747
136,Distilling the Essence: Efficient Reasoning Distillation via Sequence Truncation,15,10,2025,0.32042541932360386,-0.12367193490002823
137,CoSeNet: A Novel Approach for Optimal Segmentation of Correlation Matrices,14,11,2025,-0.25397133930959787,-0.1109942742489682
138,LLM-Empowered Agentic AI for QoE-Aware Network Slicing Management in Industrial IoT,18,12,2025,-0.006606418770333315,-0.21518964141339372
139,TrafficSimAgent: A Hierarchical Agent Framework for Autonomous Traffic Simulation with MCP Control,0,13,2025,0.03988452046369472,-0.16538885573392853
140,Multimodal Sensing for Robot-Assisted Sub-Tissue Feature Detection in Physiotherapy Palpation,9,14,2025,-0.04099873134768425,0.143936579192814
141,FinAgent: An Agentic AI Framework Integrating Personal Finance and Nutrition Planning,18,15,2025,-0.0067932314388200144,-0.1785624811650636
142,Mental Health Self-Disclosure on Social Media throughout the Pandemic Period,14,16,2025,-0.12461235035795938,-0.05464448472300967
143,PUFM++: Point Cloud Upsampling via Enhanced Flow Matching,2,17,2025,-0.005659091891478989,0.13141954802039701
144,AegisAgent: An Autonomous Defense Agent Against Prompt Injection Attacks in LLM-HARs,5,18,2025,0.2592414686551432,-0.2699169499194896
145,A Blockchain-Monitored Agentic AI Architecture for Trusted Perception-Reasoning-Action Pipelines,18,19,2025,0.05925720624214069,-0.17474249430720037
146,Knowledge-Driven 3D Semantic Spectrum Map: KE-VQ-Transformer Based UAV Semantic Communication and Map Completion,6,20,2025,-0.055529577729560145,0.06660705441714941
147,Automatic Replication of LLM Mistakes in Medical Conversations,5,21,2025,0.3539509528730294,-0.1858855397621406
148,Leveraging Overfitting for Low-Complexity and Modality-Agnostic Joint Source-Channel Coding,14,22,2025,-0.09688730966186856,0.019457345996597455
149,X-ray Insights Unleashed: Pioneering the Enhancement of Multi-Label Long-Tail Data,11,23,2025,-0.026708168061778288,0.14042173894896437
150,GenTSE: Enhancing Target Speaker Extraction via a Coarse-to-Fine Generative Language Model,3,24,2025,0.08088315605439782,0.07856882052153699
151,XGrid-Mapping: Explicit Implicit Hybrid Grid Submaps for Efficient Incremental Neural LiDAR Mapping,2,10,2025,-0.14048482128223003,0.05853767107227434
152,SPOT!: Map-Guided LLM Agent for Unsupervised Multi-CCTV Dynamic Object Tracking,0,10,2025,-0.048283457271409105,-0.016119855420293958
153,Generalised Linear Models in Deep Bayesian RL with Learnable Basis Functions,10,10,2025,-0.15985914012848274,-0.11936927119485033
154,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,0,10,2025,0.07677535499778458,-0.18825851640493457
155,Mesh-Attention: A New Communication-Efficient Distributed Attention with Improved Data Locality,10,10,2025,-0.08060391348637375,0.024829254648568024
156,Deadline-Aware Online Scheduling for LLM Fine-Tuning with Spot Market Predictions,1,10,2025,-0.11192959401857451,-0.09961854669814584
157,Neutralization of IMU-Based GPS Spoofing Detection using external IMU sensor and feedback methodology,9,10,2025,-0.13963189197106096,-0.033182589034879376
158,Generalization of Diffusion Models Arises with a Balanced Representation Space,11,10,2025,-0.06509006493940964,0.17947539056785594
159,Time-Bucketed Balance Records: Bounded-Storage Ephemeral Tokens for Resource-Constrained Systems,14,10,2025,-0.16684982779231394,-0.07479990286538744
160,Fairness in the k-Server Problem,14,10,2025,-0.17488498198104666,-0.12039191809535912
161,Can Agentic AI Match the Performance of Human Data Scientists?,18,10,2025,0.08851767396569518,-0.14628983308956814
162,ReACT-Drug: Reaction-Template Guided Reinforcement Learning for de novo Drug Design,1,10,2025,-0.08527020150858729,-0.10260050290683739
163,One Tool Is Enough: Reinforcement Learning for Repository-Level LLM Agents,5,10,2025,0.13650242777899443,-0.1337666026496966
164,Solving Functional PDEs with Gaussian Processes and Applications to Functional Renormalization Group Equations,14,10,2025,-0.19027935977510665,-0.0740781664300221
165,Reflection Pretraining Enables Token-Level Self-Correction in Biological Sequence Models,15,10,2025,0.38233033019765494,-0.11923969681427338
166,Diving into 3D Parallelism with Heterogeneous Spot Instance GPUs: Design and Implications,6,10,2025,0.03274114749842055,0.06387480425849805
167,From Human Bias to Robot Choice: How Occupational Contexts and Racial Priming Shape Robot Selection,0,10,2025,0.10992595165985065,-0.16086471783077
168,MultiMind at SemEval-2025 Task 7: Crosslingual Fact-Checked Claim Retrieval via Multi-Source Alignment,3,10,2025,0.015521827382145964,-0.03429750581654344
169,Neural Probe-Based Hallucination Detection for Large Language Models,9,10,2025,0.050947495653405214,-0.01142476954902906
170,"Foundation Model-based Evaluation of Neuropsychiatric Disorders: A Lifespan-Inclusive, Multi-Modal, and Multi-Lingual Study",2,10,2025,0.07484135851845977,0.04798706975016031
171,SLIDE: Simultaneous Model Downloading and Inference at the Wireless Network Edge,14,10,2025,-0.0835694142729995,-0.0849448375948761
172,SACodec: Asymmetric Quantization with Semantic Anchoring for Low-Bitrate High-Fidelity Neural Speech Codecs,2,10,2025,-0.01909419444872963,0.1151181229143221
173,AirGS: Real-Time 4D Gaussian Streaming for Free-Viewpoint Video Experiences,16,10,2025,-0.046513026516157345,0.2533385443866942
174,A Multi-fidelity Double-Delta Wing Dataset and Empirical Scaling Laws for GNN-based Aerodynamic Field Surrogate,3,10,2025,-0.09165173445229177,-0.012271773105106834
175,ETP-R1: Evolving Topological Planning with Reinforcement Fine-tuning for Vision-Language Navigation in Continuous Environments,8,10,2025,0.08276251452723607,-0.022550168450252553
176,Stochastic well-structured transition systems,14,10,2025,-0.04841911850593399,-0.15426585965789913
177,Pioneering Multimodal Emotion Recognition in the Era of Large Models: From Closed Sets to Open Vocabularies,13,10,2025,0.3329145405217816,0.01636827082471258
178,Beyond Artifacts: Real-Centric Envelope Modeling for Reliable AI-Generated Image Detection,9,10,2025,0.00018152425708272183,0.1724669623185838
179,Reasoning-Driven Amodal Completion: Collaborative Agents and Perceptual Evaluation,15,10,2025,0.2586280221443286,0.02390597858891564
180,Transductive Visual Programming: Evolving Tool Libraries from Experience for Spatial Reasoning,12,10,2025,0.2384005028590877,0.1625631997008697
181,Guardrailed Elasticity Pricing: A Churn-Aware Forecasting Playbook for Subscription Strategy,14,10,2025,-0.1260647770209265,-0.04478933371806961
182,Certifiable Alignment of GNSS and Local Frames via Lagrangian Duality,14,10,2025,-0.11998033027864256,-0.027240951379703022
183,Decoding Predictive Inference in Visual Language Processing via Spatiotemporal Neural Coherence,10,10,2025,-0.07335421578648864,0.012783676241937181
184,Quantile Rendering: Efficiently Embedding High-dimensional Feature on 3D Gaussian Splatting,6,10,2025,-0.11440759350747805,0.29422203361111066
185,"Uncovering Hierarchical Structure in LLM Embeddings with $δ$-Hyperbolicity, Ultrametricity, and Neighbor Joining",5,10,2025,0.1776315296024547,-0.21563038559223094
186,Clever Hans in Chemistry: Chemist Style Signals Confound Activity Prediction on Public Benchmarks,3,10,2025,-0.07301630364695963,-0.045758912413494536
187,Self-supervised Multiplex Consensus Mamba for General Image Fusion,2,11,2025,0.019591661647020867,0.2771954934341586
188,RevFFN: Memory-Efficient Full-Parameter Fine-Tuning of Mixture-of-Experts LLMs with Reversible Blocks,17,12,2025,0.18779211414900945,-0.030927537947561857
189,MMSRARec: Summarization and Retrieval Augumented Sequential Recommendation Based on Multimodal Large Language Model,13,13,2025,0.16227950646472417,0.09879195295709743
190,Towards a General Framework for Predicting and Explaining the Hardness of Graph-based Combinatorial Optimization Problems using Machine Learning and Association Rule Mining,8,14,2025,-0.25892490182052946,-0.14197834563100514
191,Where Did This Sentence Come From? Tracing Provenance in LLM Reasoning Distillation,15,15,2025,0.27610711347172723,-0.10464021760857915
192,PanoGrounder: Bridging 2D and 3D with Panoramic Scene Representations for VLM-based 3D Visual Grounding,6,16,2025,0.1367919308307959,0.30948629271124883
193,DiEC: Diffusion Embedded Clustering,11,17,2025,-0.13874924354979373,0.1184750217240561
194,Efficient Computation of Integer-constrained Cones for Conformal Parameterizations,14,18,2025,-0.1944675589655173,-0.045194820304653965
195,Embodied AI-Enhanced IoMT Edge Computing: UAV Trajectory Optimization and Task Offloading with Mobility Prediction,18,19,2025,-0.12812841251340423,-0.16864872440416775
196,Benchmarking and Enhancing VLM for Compressed Image Understanding,12,20,2025,0.04107649997359362,0.2166179906062392
197,When Experts Speak:Sequential LLM-Bayesian Learning for Startup Success Prediction,5,21,2025,0.11716541029513694,-0.0996512407822938
198,DGSAN: Dual-Graph Spatiotemporal Attention Network for Pulmonary Nodule Malignancy Prediction,8,22,2025,-0.11355724592095227,0.13599145806980473
199,Accurate and Diverse Recommendations via Propensity-Weighted Linear Autoencoders,14,23,2025,-0.08520435092010546,-0.08451164704933788
200,Time-Efficient Evaluation and Enhancement of Adversarial Robustness in Deep Neural Networks,10,24,2025,-0.1589660004326082,-0.10834213584186114
201,Beyond Weight Adaptation: Feature-Space Domain Injection for Cross-Modal Ship Re-Identification,2,10,2025,0.012023608443946024,0.13488838449040627
202,Stretchable and High-Precision Optical Tactile Sensor for Trajectory Tracking of Parallel Mechanisms,2,10,2025,-0.08386494390669874,0.03691014015740959
203,From GNNs to Symbolic Surrogates via Kolmogorov-Arnold Networks for Delay Prediction,10,10,2025,-0.1758629517543711,-0.043419933144182306
204,The Silent Scholar Problem: A Probabilistic Framework for Breaking Epistemic Asymmetry in LLM Agents,0,10,2025,0.09337865764865667,-0.19930744212312362
205,Uplink RSMA Performance Analysis with Rate Adaptation: A Stochastic Geometry Approach,2,10,2025,-0.10134766685843762,0.010905931270942032
206,Architectural Trade-offs in Small Language Models Under Compute Constraints,2,10,2025,0.1631814865426128,0.0018778866267248632
207,Proprioception Enhances Vision Language Model in Generating Captions and Subtask Segmentations for Robot Task,4,10,2025,0.06358739558018184,0.20554268221790875
208,Better Call Graphs: A New Dataset of Function Call Graphs for Malware Classification,8,10,2025,-0.05469670202077257,0.043987824047874796
209,NeRV360: Neural Representation for 360-Degree Videos with a Viewport Decoder,16,10,2025,-0.14126550764748014,0.14078249348335836
210,In-Place BWT and Lyndon Array Construction in Constant Space,14,10,2025,-0.17182343564625638,-0.03836226136241979
211,Early warning signals for loss of control,14,10,2025,-0.09261816286481546,-0.10743713409723883
212,Lightweight framework for underground pipeline recognition and spatial localization based on multi-view 2D GPR images,6,10,2025,-0.13560179211042225,0.1259934789198533
213,Robustness Certificates for Neural Networks against Adversarial Attacks,3,10,2025,-0.17053857215366133,-0.10370311987579049
214,(Im)possibility of Incentive Design for Challenge-based Blockchain Protocols,14,10,2025,-0.09817622233075815,-0.062464813049855586
215,Memory-Efficient Acceleration of Block Low-Rank Foundation Models on Resource Constrained GPUs,2,10,2025,-0.0029474640067542893,-0.029405488409390265
216,"pokiSEC: A Multi-Architecture, Containerized Ephemeral Malware Detonation Sandbox",9,10,2025,-0.06404881030052456,0.06014824072378312
